Name,Address,LinkOfInstitute,LOGO
MALONE UNIVERSITY,"2600 Cleveland Ave NWCanton, OH 44709(800) 521-1146",https://thenccaa.org/sports/2021/6/23/Malone_University.aspx,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2021/6/23/01_FULL_PIONEERS_4C.png
MANHATTAN CHRISTIAN COLLEGE,"1415 Anderson AvenueManhattan, KS 66502-4081(785) 539-3571",https://thenccaa.org/sports/2016/6/6/Manhattan_Christian_College.aspx?id=487&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2016/6/6/ManhattanThunderLogoFINAL.jpg
MARANATHA BAPTIST UNIVERSITY,"745 West Main StreetWatertown, WI 53094-7638(920) 261-9300",https://thenccaa.org/sports/2016/6/6/Maranatha_Baptist_University.aspx?id=488&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2021/2/16/saber_m_navy_gold.png
MID-AMERICA CHRISTIAN UNIVERSITY,"3500 SW 119th StreetOklahoma City, OK 73170-4500(405) 691-3102",https://thenccaa.org/sports/2016/6/6/Mid_America_Christian_University.aspx?id=490&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2020/9/1/MACU_Athletics_Logo_Evangel_01_without_text2.png
MOODY BIBLE INSTITUTE,"820 North La Salle DriveChicago, IL 60610-3263(312) 329-4000",https://thenccaa.org/sports/2016/6/6/Moody_Bible_Institute.aspx?id=492&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=13&image_path=/images/2016/6/6/M_Arch_LockupFull_4C_CMYK.jpg
MOODY BIBLE INSTITUTE,"820 North La Salle DriveChicago, IL 60610-3263(312) 329-4000",https://thenccaa.org/sports/2016/6/6/Moody_Bible_Institute.aspx?id=492&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=13&image_path=/images/2016/6/6/M_Arch_LockupFull_4C_CMYK.jpg
MOODY BIBLE INSTITUTE,"820 North La Salle DriveChicago, IL 60610-3263(312) 329-4000",https://thenccaa.org/sports/2016/6/6/Moody_Bible_Institute.aspx?id=492&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=13&image_path=/images/2016/6/6/M_Arch_LockupFull_4C_CMYK.jpg
NORTH CENTRAL UNIVERSITY,"910 Elliot AvenueMinneapolis, MN 55404-1391(800) 289-6222",https://thenccaa.org/sports/2016/6/6/North_Central_University.aspx,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2021/6/23/Rams_Logo.png
NORTH GREENVILLE UNIVERSITY,"7801 N. Tigerville Rd.Tigerville, SC 29688(864) 977-7000",https://thenccaa.org/sports/2016/6/6/North_Greenville_University.aspx?id=496&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2019/5/20/NGUSword.png
NORTH GREENVILLE UNIVERSITY,"7801 N. Tigerville Rd.Tigerville, SC 29688(864) 977-7000",https://thenccaa.org/sports/2016/6/6/North_Greenville_University.aspx?id=496&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2019/5/20/NGUSword.png
NORTH GREENVILLE UNIVERSITY,"7801 N. Tigerville Rd.Tigerville, SC 29688(864) 977-7000",https://thenccaa.org/sports/2016/6/6/North_Greenville_University.aspx?id=496&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2019/5/20/NGUSword.png
OAK HILLS CHRISTIAN COLLEGE,"1600 Oak Hills Road SWBemidji, MN 56601-8826(888) 751-8670",https://thenccaa.org/sports/2016/6/7/Oak_Hills_Christian_College.aspx?id=497&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=15&image_path=/images/2016/6/7/Wolfpack_vertical_GOLD.jpg
OAKLAND CITY UNIVERSITY,"138 North Lucretia StreetOakland City, IN 47660-1038(812) 749-1231",https://thenccaa.org/sports/2016/6/7/Oakland_City_University.aspx?id=499&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=14&image_path=/images/2016/8/22/athletics_full_color_logo_2.jpg
OHIO CHRISTIAN UNIVERSITY,"1476 Lancaster PikeCircleville, OH 43113-9487(740) 474-8896",https://thenccaa.org/sports/2016/6/7/Ohio_Christian_University.aspx?id=500&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2020/3/24/OCU_PNG_logo.png
OKLAHOMA WESLEYAN UNIVERSITY,"2201 Silver Lake RoadBartlesville, OK 74006-6233(918) 335-6843",https://thenccaa.org/sports/2016/6/7/Oklahoma_Wesleyan_University.aspx?id=502&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2020/9/2/OKWU_Eagle_Full_5_.png
OLIVET NAZARENE UNIVERSITY,"1 University AvenueBourbonnais, IL 60914-2345(815) 939-5011",https://thenccaa.org/sports/2016/6/7/Olivet_Nazarene_University.aspx?id=503&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2019/2/5/Tiger_Head_with_ONU_CMYK.png
OTTAWA UNIVERSITY ARIZONA,"15950 N. Civic Center PlazaSurprise, AZ 85374(855) 546-1342",https://thenccaa.org/sports/2017/7/7/Ottawa_University_Arizona.aspx?id=672&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=15&image_path=/images/2017/7/7/OU_1612_Spirit_Logo_PMS_Gradient_clean.jpg
OZARK CHRISTIAN COLLEGE,"1111 North Main StreetJoplin, MO 64801(417) 626-1234",https://thenccaa.org/sports/2016/6/7/Ozark_Christian_College.aspx?id=504&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=13&image_path=/images/2016/6/7/occ_logos_face.png
OZARK CHRISTIAN COLLEGE,"1111 North Main StreetJoplin, MO 64801(417) 626-1234",https://thenccaa.org/sports/2016/6/7/Ozark_Christian_College.aspx?id=504&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=13&image_path=/images/2016/6/7/occ_logos_face.png
OZARK CHRISTIAN COLLEGE,"1111 North Main StreetJoplin, MO 64801(417) 626-1234",https://thenccaa.org/sports/2016/6/7/Ozark_Christian_College.aspx?id=504&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=13&image_path=/images/2016/6/7/occ_logos_face.png
PAINE COLLEGE,"1235 15th St.Augusta, GA 30901(706) 821-8200",https://thenccaa.org/sports/2021/6/24/Paine_College.aspx,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2021/6/23/Paine_College_Lions_Primary_Logo.png
PENSACOLA CHRISTIAN COLLEGE,"250 Brent LanePensacola, FL 32523-9160(850) 478-8496",https://thenccaa.org/sports/2016/6/7/Pensacola_Christian_College.aspx?id=505&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=15&image_path=/images/2016/6/7/Primary_Eagle_Logo_2015.png
PORTLAND BIBLE COLLEGE,"9150 NE Fremont StreetPortland, OR 97220-3682(503) 255-3540",https://thenccaa.org/sports/2016/6/8/Portland_Bible_College.aspx?id=508&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2016/6/8/Portland_Bible.jpg
PROVIDENCE CHRISTIAN COLLEGE,"1539 East Howard StreetPasadena, CA 91104-2635(626) 696-4000",https://thenccaa.org/sports/2016/6/29/Providence_Christian_College.aspx,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=15&image_path=/images/2016/6/29/Providence_Sea_Beggars.jpg
PROVIDENCE UNIVERSITY COLLEGE,"10 College CrescentOtterburne, Manitoba, Canada, ROA 1G0(204) 433-7488",https://thenccaa.org/sports/2016/6/8/Providence_University_College.aspx?id=509&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2021/8/9/Pilots_Head_Logo_White_Outline.png
PROVIDENCE UNIVERSITY COLLEGE,"10 College CrescentOtterburne, Manitoba, Canada, ROA 1G0(204) 433-7488",https://thenccaa.org/sports/2016/6/8/Providence_University_College.aspx?id=509&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2021/8/9/Pilots_Head_Logo_White_Outline.png
PROVIDENCE UNIVERSITY COLLEGE,"10 College CrescentOtterburne, Manitoba, Canada, ROA 1G0(204) 433-7488",https://thenccaa.org/sports/2016/6/8/Providence_University_College.aspx?id=509&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2021/8/9/Pilots_Head_Logo_White_Outline.png
RANDALL UNIVERSITY,"3701 S. I-35 Service RoadMoore, OK 73160(405) 912-9000",https://thenccaa.org/sports/2016/6/2/Randall_University.aspx?id=470&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=12&image_path=/images/2016/6/2/RandallU.png
REGENT UNIVERSITY,"1000 Regent University DriveVirginia Beach, VA 23464-9800(757) 352-4486",https://thenccaa.org/sports/2016/6/29/Regent_University.aspx?id=540&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2021/6/14/ROYALS_LOGOS_Primary_3color_tweak.png
ROBERTS WESLEYAN COLLEGE,"2301 Westside Drive OFCRochester, NY 14624-1997(585) 594-6000",https://thenccaa.org/sports/2016/6/8/Roberts_Wesleyan_College.aspx?id=510&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2020/3/23/Athletics_Sub_branded_Full_Color_Basketball_copy_30.png
ROBERTS WESLEYAN COLLEGE,"2301 Westside Drive OFCRochester, NY 14624-1997(585) 594-6000",https://thenccaa.org/sports/2016/6/8/Roberts_Wesleyan_College.aspx?id=510&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2020/3/23/Athletics_Sub_branded_Full_Color_Basketball_copy_30.png
ROBERTS WESLEYAN COLLEGE,"2301 Westside Drive OFCRochester, NY 14624-1997(585) 594-6000",https://thenccaa.org/sports/2016/6/8/Roberts_Wesleyan_College.aspx?id=510&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2020/3/23/Athletics_Sub_branded_Full_Color_Basketball_copy_30.png
SAGU AMERICAN INDIAN COLLEGE,"10020 N. 15th AvenuePhoenix, AZ 85021(602) 994-3335",https://thenccaa.org/sports/2017/7/7/SAGU_American_Indian_College.aspx?id=673&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=15&image_path=/images/2017/7/7/Warrior_Logo_for_Sports.jpg
SIMMONS COLLEGE OF KENTUCKY,"1000 South Fourth StreetLouisville, KY 40203(502) 776-1443",https://thenccaa.org/sports/2016/6/8/Simmons_College_of_Kentucky.aspx?id=514&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2016/7/25/simmonsfalcon.png
SOUTHEASTERN BAPTIST COLLEGE,"4229 Hwy 15 NorthLaurel, MS 39440(601) 426-6346",https://thenccaa.org/sports/2018/6/21/Southeastern_Baptist_College.aspx,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2018/6/21/Charger_png.png
SOUTHERN WESLEYAN UNIVERSITY,"907 Wesleyan DriveCentral, SC 29630-9748(864) 644-5000",https://thenccaa.org/sports/2016/5/19/Southern_Wesleyan_University.aspx?id=429&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2018/7/10/Warrior_head.png
SOUTHWESTERN ADVENTIST UNIVERSITY,"100 W. Hillcrest StreetKeene, TX 76059(817) 645-3921",https://thenccaa.org/sports/2018/6/21/Southwestern_Adventist_University.aspx,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2018/6/21/SWAU_Knight.png
SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY,"1200 Sycamore StreetWaxahachie, TX 75165-2397(888) 937-7248",https://thenccaa.org/sports/2016/6/8/Southwestern_Assemblies_of_God_University.aspx?id=516&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=15&image_path=/images/2016/6/8/sagu.jpg
SOUTHWESTERN CHRISTIAN UNIVERSITY,"7210 NW 39th ExpresswayBethany, OK 73008-0340(405) 789-7661",https://thenccaa.org/sports/2016/6/8/Southwestern_Christian_University.aspx?id=517&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2016/6/8/SouthwesternChristianAthleticLogo10.jpg
SPURGEON COLLEGE,"5001 North Oak TrafficwayKansas City, MO 64118(816) 414-3700",https://thenccaa.org/sports/2019/6/24/Spurgeon_College.aspx,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=14&image_path=/images/2019/6/24/knights_full.png
STERLING COLLEGE,"125 W Cooper AveSterling, KS 67579(620) 278-2173",https://thenccaa.org/sports/2021/6/24/Sterling_College.aspx,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2021/6/24/Primary_Logo_color.png
STERLING COLLEGE,"125 W Cooper AveSterling, KS 67579(620) 278-2173",https://thenccaa.org/sports/2021/6/24/Sterling_College.aspx,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2021/6/24/Primary_Logo_color.png
STERLING COLLEGE,"125 W Cooper AveSterling, KS 67579(620) 278-2173",https://thenccaa.org/sports/2021/6/24/Sterling_College.aspx,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2021/6/24/Primary_Logo_color.png
TOCCOA FALLS COLLEGE,"107 Kincaid DriveToccoa Falls, GA 30598-9602(706) 886-7299",https://thenccaa.org/sports/2016/6/9/Toccoa_Falls_College.aspx?id=520&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2016/6/9/toccoa.png
TRINITY BAPTIST COLLEGE,"800 Hammond BoulevardJacksonville, FL 32221-1342(904) 596-2400",https://thenccaa.org/sports/2016/6/9/Trinity_Baptist_College.aspx?id=521&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=14&image_path=/images/2016/6/9/TRINITY_BAPTIST_COLLEGE.jpg
TRINITY BIBLE COLLEGE,"50 Sixth Avenue SouthEllendale, ND 58436-7105(701) 349-5402",https://thenccaa.org/sports/2016/6/9/Trinity_Bible_College.aspx?id=522&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2016/7/13/TBC_Lion_offical_16_17.png
TRINITY CHRISTIAN COLLEGE,"6601 West College DrivePalos Heights, IL 60463-1768(708) 597-3000",https://thenccaa.org/sports/2016/6/9/Trinity_Christian_College.aspx?id=523&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2017/8/31/Trinity_Trolls_03.png
TRINITY COLLEGE OF FLORIDA,"2430 Welbilt BoulevardTrinity, FL 34655-4401(727) 376-6911",https://thenccaa.org/sports/2016/6/9/Trinity_College_of_Florida.aspx?id=524&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=15&image_path=/images/2016/6/9/TrinityFL09.jpg
TRINITY INTERNATIONAL UNIVERSITY,"2065 Half Day RoadDeerfield, IL 60015-1241(847) 945-8800",https://thenccaa.org/sports/2016/6/9/Trinity_International_University.aspx?id=525&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2017/7/20/TIU_TrojanHead.jpg
TRINITY INTERNATIONAL UNIVERSITY,"2065 Half Day RoadDeerfield, IL 60015-1241(847) 945-8800",https://thenccaa.org/sports/2016/6/9/Trinity_International_University.aspx?id=525&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2017/7/20/TIU_TrojanHead.jpg
TRINITY INTERNATIONAL UNIVERSITY,"2065 Half Day RoadDeerfield, IL 60015-1241(847) 945-8800",https://thenccaa.org/sports/2016/6/9/Trinity_International_University.aspx?id=525&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2017/7/20/TIU_TrojanHead.jpg
UNIVERSITY OF FORT LAUDERDALE,"4131 NW 16th St.Lauderhill, FL 33313(954) 486-7728",https://thenccaa.org/sports/2021/6/24/Fort_Lauderdale.aspx,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2021/8/27/Combo_Final_stroke.png
UNIVERSITY OF NORTHWESTERN,"3003 Snelling Avenue NorthSaint Paul, MN 55113-1598(651) 631-5100",https://thenccaa.org/sports/2016/6/9/University_of_Northwestern.aspx?id=526&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=15&image_path=/images/2016/6/9/Northwestern_Eaglehead_3C.PNG
UNIVERSITY OF NORTHWESTERN,"3003 Snelling Avenue NorthSaint Paul, MN 55113-1598(651) 631-5100",https://thenccaa.org/sports/2016/6/9/University_of_Northwestern.aspx?id=526&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=15&image_path=/images/2016/6/9/Northwestern_Eaglehead_3C.PNG
UNIVERSITY OF NORTHWESTERN,"3003 Snelling Avenue NorthSaint Paul, MN 55113-1598(651) 631-5100",https://thenccaa.org/sports/2016/6/9/University_of_Northwestern.aspx?id=526&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=15&image_path=/images/2016/6/9/Northwestern_Eaglehead_3C.PNG
VIRGINIA UNIVERSITY OF LYNCHBURG,"2058 Garfield AvenueLynchburg, VA 24501(434) 528-5276",https://thenccaa.org/sports/2017/7/7/Virginia_University_of_Lynchburg.aspx?id=674&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2020/9/9/TRANSPARENT.png
VIRGINIA UNIVERSITY OF LYNCHBURG,"2058 Garfield AvenueLynchburg, VA 24501(434) 528-5276",https://thenccaa.org/sports/2017/7/7/Virginia_University_of_Lynchburg.aspx?id=674&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2020/9/9/TRANSPARENT.png
VIRGINIA UNIVERSITY OF LYNCHBURG,"2058 Garfield AvenueLynchburg, VA 24501(434) 528-5276",https://thenccaa.org/sports/2017/7/7/Virginia_University_of_Lynchburg.aspx?id=674&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2020/9/9/TRANSPARENT.png
WARNER UNIVERSITY,"13895 Highway 27Lake Wales, FL 33859-2549(800) 949-7248",https://thenccaa.org/sports/2016/6/9/Warner_University.aspx?id=528&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2019/11/7/Warner_University.png
WELCH COLLEGE,"1045 Bison TrailGallatin, TN 37066(615) 844-5000",https://thenccaa.org/sports/2016/6/9/Welch_College.aspx?id=529&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2020/3/30/Welch_College.png
WEST COAST BAPTIST COLLEGE,"4010 East Lancaster BoulevardLancaster, CA 93535-7727(661) 946-4663",https://thenccaa.org/sports/2016/6/9/West_Coast_Baptist_College.aspx?id=530&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=14&image_path=/images/2016/8/22/WCBC_Eagles_Logo.png
WEST COAST BAPTIST COLLEGE,"4010 East Lancaster BoulevardLancaster, CA 93535-7727(661) 946-4663",https://thenccaa.org/sports/2016/6/9/West_Coast_Baptist_College.aspx?id=530&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=14&image_path=/images/2016/8/22/WCBC_Eagles_Logo.png
WEST COAST BAPTIST COLLEGE,"4010 East Lancaster BoulevardLancaster, CA 93535-7727(661) 946-4663",https://thenccaa.org/sports/2016/6/9/West_Coast_Baptist_College.aspx?id=530&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=14&image_path=/images/2016/8/22/WCBC_Eagles_Logo.png
YELLOWSTONE CHRISTIAN COLLEGE,"1515 South Shiloh RoadBillings, MT 59106-3303(406) 656-9950",https://thenccaa.org/sports/2016/6/9/Yellowstone_Christian_College.aspx?id=531&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=12&image_path=/images/2017/7/6/CenturionLogoFinal_adjusted_.jpg
YORK COLLEGE,"1125 East 8th StreetYork, NE 68467-3200(402) 363-4441",https://thenccaa.org/sports/2016/6/9/York_College.aspx?id=532&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=14&image_path=/images/2017/7/21/Panther_logo_17_18.png
YORK COLLEGE,"1125 East 8th StreetYork, NE 68467-3200(402) 363-4441",https://thenccaa.org/sports/2016/6/9/York_College.aspx?id=532&,https://thenccaa.org/common/controls/image_handler.aspx?thumb_id=14&image_path=/images/2017/7/21/Panther_logo_17_18.png
